Genera;Species;Autor;Department;Province;Municipal;Location;Year;Colector;Collection;Latitude;Longitude;Lat;Long;High;Fount_Geo;Ecoregion;SubEco;References
Melipona;Melipona (Melipona) orbignyi ;(Guérin, 1844);Beni ;Cercado;Trinidad;;1967;;;-14.82850671;-64.89902314;"14°49'42.62""S";"64°53'56.48""W";158;Original;Sabanas Inundables;SILM;GBIF
Melipona;Melipona (Melipona) orbignyi ;(Guérin, 1844);Santa Cruz;Chiquitos;San José;San Jose de Chiquitos;1834;d'Orbigny;;-17.8447432;-60.7364262;"17°50'41.07""S";"60°44'11.13""W";296;Geo;Cerrado;CeCha;Schwarz, 1932
Melipona;Melipona (Melipona) orbignyi ;(Guérin, 1844);Santa Cruz;Chiquitos;San José;San Jose de Chiquitos;1949;Kerr, W.E.;;-17.84344884;-60.73390291;"17°50'36.41""S";"60°44'2.05""W";294;Geo;Cerrado;CeCha;Moure, 1950
Melipona;Melipona (Michmelia) boliviana ;Schwarz, 1932;Cochabamba;Chapare;Villa Tunari;El Palmar;1956;Peña L.;;-17.109988;-65.549448;"17°6'35.95""S";"65°32'58.01""W";900;Geo-C;Yungas;YUN;GBIF
Melipona;Melipona (Michmelia) boliviana ;Schwarz, 1932;La Paz;Sur Yungas;Palos Blancos;Alto Rio Beni, S of Rio Inicua;1976;Peña L.;;-15.2952614;-67.4743027;"15°17'42.94""S";"67°28'27.48""W";341;Geo-C;Sudoeste de la Amazonía;BASu;GBIF
Melipona;Melipona (Michmelia) boliviana ;Schwarz, 1932;La Paz;Larecaja;Guanay;;1992;;;-15.48347239;-67.88444813;"15°29'0.5""S";"67°53'4.01""W";441;Original;Yungas;YUN;GBIF
Melipona;Melipona (Michmelia) boliviana ;Schwarz, 1932;La Paz;Larecaja;Teoponte;Uyapi (Guanay);1970;;;-15.41668605;-67.76660984;"15°25'0.06""S";"67°45'59.79""W";1215;Original;Yungas;YUN;GBIF
Melipona;Melipona (Michmelia) boliviana ;Schwarz, 1932;La Paz;Caranavi;Caranavi;Caranavi;;Ballard J.C. ;;-15.8334565;-67.56561762;"15°50'0.44""S";"67°33'56.22""W";621;Original;Yungas;YUN;GBIF
Melipona;Melipona (Michmelia) boliviana ;Schwarz, 1932;Beni ;General José Ballivián;Puerto Menor de Rurrenabaque;Rurrenabaque_ Rio Colorado;1921;W.M. Mann;;-14.8758333;-67.1144444;"14°52'33""S";"67°6'52""W";266;Geo;Sudoeste de la Amazonía;BAPr;Schwarz, 1932
Melipona;Melipona (Michmelia) boliviana ;Schwarz, 1932;La Paz;Sur Yungas;Chulumani (Villa de la Libertad);;1940;Walz F.H.;;-16.413991;-67.550137;"16°24'50.36""S";"67°33'0.49""W";1624;Geo-C;Yungas;YUN;GBIF
Melipona;Melipona (Michmelia) boliviana ;Schwarz, 1932;La Paz;Larecaja;Mapiri;Cerro Paititi (Canthon Mapiri);1955;;;-15.31259;-68.196296;"15°18'45.32""S";"68°11'46.66""W";823;Geo-C;Yungas;YUN;GBIF
Melipona;Melipona (Michmelia) boliviana ;Schwarz, 1932;La Paz;Abel Iturralde;San Buenaventura;Tumupasa;1922;W.M. Mann;;-14.1527035;-67.8977206;"14°9'9.73""S";"67°53'51.79""W";598;Geo;Sudoeste de la Amazonía;BASu;Schwarz, 1932
Melipona;Melipona (Michmelia) brachychaeta ;Moure, 1950;Cochabamba;Chapare;Villa Tunari;Chipiriri (Meliponario Tua Ta Uypi);2020;Lovera R & Cespedes A.A.;IEB-LAB;-16.913937;-65.3960478;"16°54'50.17""S";"65°23'45.77""W";270;Original;Sudoeste de la Amazonía;BAPr;CBC-IEB-USFX
Melipona;Melipona (Michmelia) brachychaeta ;Moure, 1950;Santa Cruz;Ichilo;Buena Vista;Parque Amboró;2010;Vit P.;;-17.81660123;-63.8168539;"17°48'59.76""S";"63°49'0.67""W";685;Original;Sudoeste de la Amazonía;BASu;GBIF
Melipona;Melipona (Michmelia) brachychaeta ;Moure, 1950;Santa Cruz;Ichilo;San Carlos;;;Ferrufino, U;;-17.4105038;-63.7282753;"17°24'37.81""S";"63°43'41.79""W";319;Geo;Bosque Seco Chiquitano;BSChi;Ferrufino, 2013
Melipona;Melipona (Michmelia) brachychaeta ;Moure, 1950;Santa Cruz;Ichilo;Buena Vista;Carmen Surutú;;Ferrufino, U;;-17.51667197;-63.68333672;"17°31'0.01""S";"63°41'0.01""W";351;Original;Sudoeste de la Amazonía;BAPr;GBIF
Melipona;Melipona (Michmelia) brachychaeta ;Moure, 1950;La Paz;Caranavi;Alto Beni;Santa Elena (Colonia Santa Elena);1921;W.M. Mann;;-15.589727;-67.342192;"15°35'23.01""S";"67°20'31.89""W";425;Geo-C;Yungas;YUN;GBIF
Melipona;Melipona (Michmelia) brachychaeta ;Moure, 1950;Santa Cruz;Velasco;San Ignacio (San Ignacio de Velasco);Parque Nacional Noel Kempff Mercado, Huanchaca II;2000;Sacha Spector & S. Ayzama;;-14.521254;-60.749722;"14°31'16.51""S";"60°44'58.99""W";754;Original;Cerrado;CeChi;GBIF
Melipona;Melipona (Michmelia) brachychaeta ;Moure, 1950;Beni ;Vaca;Guayaramerín;ca. 20km W. [circa 20 kilometers West] of Larangeiras [Laranjeiras] in Brazil;1964;John K. Bouseman & John Lussenhop;;-11.925772;-65.251513;"11°55'32.77""S";"65°15'5.44""W";140;Geo;Cerrado;CeBe;Bartholomay et al., 2019
Melipona;Melipona (Michmelia) brachychaeta ;Moure, 1950;La Paz;Larecaja;Mapiri;;;;;-15.25001907;-68.16670513;"15°15'0.06""S";"68°10'0.13""W";862;Geo;Yungas;YUN;Camargo, 1988
Melipona;Melipona (Michmelia) brachychaeta ;Moure, 1950;Cochabamba;Chapare;Villa Tunari;Chipiriri (Meliponario Tua Ta Uypi);2020;Lovera R & Cespedes A.A.;IEB-LAB;-16.913937;-65.3960478;"16°54'50.17""S";"65°23'45.77""W";270;Original;Sudoeste de la Amazonía;BAPr;CBC-IEB-USFX
Melipona;Melipona (Michmelia) brachychaeta ;Moure, 1950;Chuquisaca;Belisario Boeto;Villa Serrano;Urriolagoitia;2015;LIDER;IEB-LAB;-19.1994705;-64.2638052;"19°11'58.09""S";"64°15'49.69""W";1948;Original;Bosques Secos Interandinos;BSIn;CBC-IEB-USFX
Melipona;Melipona (Michmelia) brachychaeta ;Moure, 1950;Chuquisaca;Belisario Boeto;Villa Serrano;Pozos;2016;LIDER;IEB-LAB;-19.1152321;-64.1918713;"19°6'54.83""S";"64°11'30.73""W";1462;Original;Bosque Tucumano - Boliviano;BTBo;CBC-IEB-USFX
Melipona;Melipona (Michmelia) brachychaeta ;Moure, 1950;Santa Cruz;Ñuflo de Chávez;Concepción;Alta Vista;2022;;;-16.0975833;-61.8910278;"16°5'51.29""S";"61°53'27.7""W";410;Original;Bosque Seco Chiquitano;BSChi;Morón et al., 2023
Melipona;Melipona (Michmelia) crinita ;Moure & Kerr, 1950;Beni ;Vaca;Guayaramerín;Guayaramerín;1956;Fritz, M;;-10.840589;-65.368885;"10°50'26.12""S";"65°22'7.98""W";130;Geo-C;Sudoeste de la Amazonía;BAIn;GBIF
Melipona;Melipona (Michmelia) crinita ;Moure & Kerr, 1950;Cochabamba;Chapare;Villa Tunari;El Palmar;1950;Zischka, M;;-17.109988;-65.549448;"17°6'35.95""S";"65°32'58.01""W";900;Geo-C;Yungas;YUN;GBIF
Melipona;Melipona (Michmelia) crinita ;Moure & Kerr, 1950;Cochabamba;Chapare;Villa Tunari;;1949;Zischka, M;;-17.058136;-65.464573;"17°3'29.28""S";"65°27'52.46""W";400;Geo-C;Sudoeste de la Amazonía;BASu;GBIF
Melipona;Melipona (Michmelia) crinita ;Moure & Kerr, 1950;Cochabamba;Chapare;Villa Tunari;Rio Chaparé, afl. do Rio Mamoré;1949;PP. G. Williner & A. Bridarolli.;;-16.01416443;-64.77403963;"16°0'50.99""S";"64°46'26.54""W";182;Geo;Sudoeste de la Amazonía;BAIn;Camargo & Pedro, 2013
Melipona;Melipona (Michmelia) crinita ;Moure & Kerr, 1950;Pando;Manuripi;Puerto Rico;Camacho;;;;-11.10563482;-67.55621111;"11°6'20.28""S";"67°33'22.35""W";182;Geo-C;Sudoeste de la Amazonía;BAIn;GBIF
Melipona;Melipona (Michmelia) crinita ;Moure & Kerr, 1950;Cochabamba;Chapare;Villa Tunari;Chipiriri (Meliponario Tua Ta Uypi);2020;Lovera R & Cespedes A.A.;IEB-LAB;-16.913937;-65.3960478;"16°54'50.17""S";"65°23'45.77""W";270;Original;Sudoeste de la Amazonía;BAPr;CBC-IEB-USFX
Melipona;Melipona (Michmelia) crinita ;Moure & Kerr, 1950;Santa Cruz;Ichilo;Buena Vista;Parque Amboró;2010;Vit P.;;-17.81660123;-63.8168539;"17°48'59.76""S";"63°49'0.67""W";685;Geo;Sudoeste de la Amazonía;BASu;Ferru?no & Vit, 2013
Melipona;Melipona (Michmelia) eburnea ;Friese, 1900;La Paz;Larecaja;Mapiri;;1900;;;-15.25001907;-68.16670513;"15°15'0.06""S";"68°10'0.13""W";862;Original;Yungas;YUN;GBIF
Melipona;Melipona (Michmelia) eburnea ;Friese, 1900;Cochabamba;Chapare;Villa Tunari;Chipiriri (Meliponario Tua Ta Uypi);2020;Lovera R & Cespedes A.A.;IEB-LAB;-16.913937;-65.3960478;"16°54'50.17""S";"65°23'45.77""W";270;Original;Sudoeste de la Amazonía;BAPr;CBC-IEB-USFX
Melipona;Melipona (Michmelia) eburnea ;Friese, 1900;Cochabamba;Carrasco;Chimore;Rio Chapare (Miison Francisca del Colegio Apostólico de Tarata);1900;Wolfgang Priewasser;;-16.84541237;-65.18826648;"16°50'43.48""S";"65°11'17.75""W";215;Geo;Sudoeste de la Amazonía;BAPr;Cockerell, 1919
Melipona;Melipona (Michmelia) eburnea ;Friese, 1900;Pando;Nicolás Suárez;Bella Flor;;;;;-10.339182;-67.190868;"10°20'21.05""S";"67°11'27.12""W";136;Original;Sudoeste de la Amazonía;BAPa;Gonzalez et al., 2021
Melipona;Melipona (Michmelia) flavolineata;Friese, 1900;La Paz;Abel Iturralde;Ixiamas;Santa Fe;2005;;;-13.768211;-68.1272856;"13°46'5.55""S";"68°7'38.22""W";262;Geo;Cerrado;CePac;Tejada, 2006
Melipona;Melipona (Michmelia) flavolineata;Friese, 1900;Cochabamba;Carrasco;Chimore;Yuqui;;D.W. Roubik ;;-16.503005;-64.727877;"16°30'10.81""S";"64°43'40.35""W";200;Geo;Sudoeste de la Amazonía;BAPr;Stearman,  et al., 2007
Melipona;Melipona (Michmelia) illota ;Cockerell, 1919;La Paz;Larecaja;Teoponte;Uyapi (Guanay);;Gerlach P. ;;-15.41678411;-67.76690122;"15°25'0.42""S";"67°46'0.84""W";1241;Original;Yungas;YUN;GBIF
Melipona;Melipona (Michmelia) illota ;Cockerell, 1919;La Paz;Larecaja;Guanay;Guanay;;Peña L.;;-15.48345011;-67.88380145;"15°29'0.42""S";"67°53'1.68""W";435;Original;Yungas;YUN;GBIF
Melipona;Melipona (Michmelia) nebulosa ;Camargo, 1988;La Paz;Abel Iturralde;Ixiamas;Santa Fe;2005;;;-13.768211;-68.1272856;"13°46'5.55""S";"68°7'38.22""W";262;Geo;Cerrado;CePac;Tejada, 2006
Melipona;Melipona (Michmelia) nebulosa ;Camargo, 1988;La Paz;Larecaja;Mapiri;;;;;-15.25001907;-68.16670513;"15°15'0.06""S";"68°10'0.13""W";862;Geo;Yungas;YUN;Camargo, 1988
Melipona;Melipona (Michmelia) rufescens ;Friese, 1900;La Paz;Larecaja;Mapiri;;1900;;;-15.25001907;-68.16670513;"15°15'0.06""S";"68°10'0.13""W";862;Geo;Yungas;YUN;Ramos et al., 2015
Melipona;Melipona (Michmelia) rufescens ;Friese, 1900;La Paz;Nor Yungas;Coroico;Unduavi to Coroico;1984;Peña L.;;-16.221465;-67.773255;"16°13'17.27""S";"67°46'23.71""W";1670;Geo-C;Yungas;YUN;GBIF
Melipona;Melipona (Michmelia) rufescens ;Friese, 1900;Cochabamba;Chapare;Villa Tunari;Paracti (nr. Chapare);1976;Peña L.;;-17.01276967;-65.45716931;"17°0'45.97""S";"65°27'25.8""W";353;Geo-C;Sudoeste de la Amazonía;BASu;GBIF
Melipona;Melipona (Michmelia) rufescens ;Friese, 1900;Beni ;General José Ballivián;Reyes;Reyes;1956;Peña L.;;-14.305;-67.34;"14°18'17.99""S";"67°20'24""W";190;Original;Sabanas Inundables;SILM;GBIF
Melipona;Melipona (Michmelia) rufiventris ;Lepeletier, 1836;Santa Cruz;Andrés Ibáñez;Santa Cruz de la Sierra;;1949;Kerr, W.E.;;-17.79378;-63.171071;"17°47'37.6""S";"63°10'15.85""W";417;Geo;Gran Chaco;Gcha;Moure, 1950
Melipona;Melipona (Michmelia) rufiventris ;Lepeletier, 1836;Beni ;Cercado;Trinidad;Ibiato, Beni;1992;Montaño, M.E.;;-14.82998;-64.44855;"14°49'47.92""S";"64°26'54.77""W";168;Original;Sabanas Inundables;SILM;GBIF
Melipona;Melipona (Michmelia) rufiventris ;Lepeletier, 1836;La Paz;Abel Iturralde;San Buenaventura;San Buenaventura (Rurrenabaque);1956;Peña L.;;-14.46667;-67.56667;"14°28'0.01""S";"67°34'0.01""W";571;Original;Sudoeste de la Amazonía;BASu;GBIF
Melipona;Melipona (Michmelia) rufiventris ;Lepeletier, 1836;Beni ;Yacuma;Santa Ana (de Yacuma);Beni Biological Station, approx 40 km NE of San Borja, Palm Camp;1988;Brooks, Robert;;-14.640067;-66.300683;"14°38'24.24""S";"66°18'2.45""W";180;Original;Sudoeste de la Amazonía;BAPr;GBIF
Melipona;Melipona (Michmelia) rufiventris ;Lepeletier, 1836;Santa Cruz;Florida;Mairana;;1954;Kempff, N.M.;;-18.05955208;-63.91031717;"18°3'34.38""S";"63°54'37.14""W";2329;Original;Yungas;YUN;GBIF
Melipona;Melipona (Michmelia) rufiventris ;Lepeletier, 1836;Beni ;Yacuma;Santa Ana (de Yacuma);El Porvenir Station NE of San Borja;1988;Brooks, Robert;;-14.86527778;-66.33111111;"14°51'55""S";"66°19'51.99""W";178;Geo-C;Sabanas Inundables;SILM;GBIF
Melipona;Melipona (Michmelia) rufiventris ;Lepeletier, 1836;Santa Cruz;Ichilo;Buena Vista;Saguayo;1951;Peña & Nuñez;;-17.54775606;-63.74778878;"17°32'51.92""S";"63°44'52.03""W";344;Geo-C;Sudoeste de la Amazonía;BAPr;GBIF
Melipona;Melipona (Michmelia) rufiventris ;Lepeletier, 1836;Cochabamba;Chapare;Villa Tunari;;1949;Zischka, M;;-17.058136;-65.464573;"17°3'29.28""S";"65°27'52.46""W";400;Geo-C;Sudoeste de la Amazonía;BASu;GBIF
Melipona;Melipona (Michmelia) rufiventris ;Lepeletier, 1836;Beni ;Cercado;San Javier;Sirionó (Ibiato y Pata de Águila);2018;Townsend;;-14.8302131;-64.4495717;"14°49'48.76""S";"64°26'58.45""W";167;Geo;Sabanas Inundables;SILM;Townsend et al., 2021
Melipona;Melipona (Michmelia) rufiventris ;Lepeletier, 1836;Santa Cruz;Ñuflo de Chávez;Concepción;Lomerío (San Antonio de Lomerio);2018;Townsend;;-16.7682967;-61.8102462;"16°46'5.86""S";"61°48'36.88""W";395;Geo;Cerrado;CeChi;Townsend et al., 2021
Melipona;Melipona (Michmelia) rufiventris ;Lepeletier, 1836;Tarija;Gran Chaco;Villa Montes;ADACHACO (Aguaray, Capirenda, Chimeo, Tahiguati, Tarairí, Tiguipa y Tucainti);2009;;;-21.3009272;-63.432538;"21°18'3.33""S";"63°25'57.13""W";377;Geo;Gran Chaco;Gcha;Clemente & Lahore, 2010
Melipona;Melipona (Michmelia) rufiventris ;Lepeletier, 1836;Cochabamba;Carrasco;Chimore;Yuqui;;D.W. Roubik ;;-16.503005;-64.727877;"16°30'10.81""S";"64°43'40.35""W";200;Geo;Sudoeste de la Amazonía;BAPr;Stearman,  et al., 2007
Melipona;Melipona (Michmelia) rufiventris ;Lepeletier, 1836;Beni ;Cercado;Trinidad;Ibiato, Beni;1992;Montaño, M.E.;;-14.8301773;-64.4485321;"14°49'48.63""S";"64°26'54.71""W";162;Original;Sabanas Inundables;SILM;Montaño, 1996
Melipona;Melipona (Michmelia) rufiventris ;Lepeletier, 1836;La Paz;Abel Iturralde;Ixiamas;Carmen Pecha;2003;Copa-Alvaro, M;;-13.76527778;-68.08138889;"13°45'55""S";"68°4'53""W";253;Original;Sudoeste de la Amazonía;BAPr;Copa - Alvaro, 2016
Melipona;Melipona (Michmelia) seminigra abunensis ;Cockerell, 1912;Beni ;Vaca Díez;Riberalta;Cerca del rio Ivon Beni;1922;W.M. Mann;;-11.12901059;-66.13077196;"11°7'44.43""S";"66°7'50.77""W";143;Original;Sudoeste de la Amazonía;BAIn;Schwarz, 1932
Melipona;Melipona (Michmelia) seminigra abunensis ;Cockerell, 1912;Beni ;Vaca Díez;Guayaramerín;Guayaramerin;1956;Fritz, M;;-10.840589;-65.368885;"10°50'26.12""S";"65°22'7.98""W";130;Geo-C;Sudoeste de la Amazonía;BAPa;GBIF
Melipona;Melipona (Mouremelia) fuliginosa  ;Lepeletier, 1836;La Paz;Larecaja;Mapiri;;1900;;;-15.25001907;-68.16670513;"15°15'0.06""S";"68°10'0.13""W";862;Geo;Yungas;YUN;Cockerell, 1919
Melipona;Melipona (Mouremelia) fuliginosa  ;Lepeletier, 1836;Cochabamba;Chapare;Villa Tunari;Reglon Chapare;1949;Zischka, M;;-17.058136;-65.464573;"17°3'29.28""S";"65°27'52.46""W";400;Geo-C;Sudoeste de la Amazonía;BASu;GBIF
Melipona;Melipona (Mouremelia) fuliginosa  ;Lepeletier, 1836;Santa Cruz;Andrés Ibáñez;Santa Cruz de la Sierra;;1952;Kempff, N.M.;;-17.79985112;-63.1666593;"17°47'59.46""S";"63°9'59.97""W";416;Original;Gran Chaco;Gcha;Camargo & Pedro 2008
Melipona;Melipona (Mouremelia) fuliginosa  ;Lepeletier, 1837;Beni ;Cercado;San Javier;Sirionó (Ibiato y Pata de Águila);2018;Townsend;;-14.8302131;-64.4495717;"14°49'48.76""S";"64°26'58.45""W";167;Geo;Sabanas Inundables;SILM;Townsend et al., 2021
Melipona;Melipona (Mouremelia) fuliginosa  ;Friese, 1901;Cochabamba;Chapare;Villa Tunari;Eterazama (Amigo Marcelino Pinto);2020;Lovera R & Cespedes A.A.;IEB-LAB;-16.821403;-65.54381;"16°49'17.05""S";"65°32'37.71""W";270;Original;Sudoeste de la Amazonía;BAPr;CBC-IEB-USFX
Melipona;Melipona (Mouremelia) fuliginosa  ;Friese, 1901;Santa Cruz;Florida;Mairana;;1954;Kempff, N.M.;;-18.05955208;-63.91031717;"18°3'34.38""S";"63°54'37.14""W";2329;Original;Yungas;YUN;GBIF
Melipona;Melipona (Mouremelia) fuliginosa  ;Friese, 1901;Cochabamba;Carrasco;Puerto Villarroel;Quebrada Sajta (in the 'Chapare');1995;;;-16.86661173;-64.76677753;"16°51'59.8""S";"64°46'0.39""W";201;Original;Sudoeste de la Amazonía;BAPr;GBIF
Melipona;Melipona (Mouremelia) fuliginosa  ;Friese, 1901;La Paz;Larecaja;Quiabaya;Tarata cerca del Rio San Cristobal;;;;-15.643294;-68.746979;"15°38'35.85""S";"68°44'49.12""W";1731;Geo-C;Bosques Secos Interandinos;BSIn;GBIF
Melipona;Melipona (Mouremelia) fuliginosa  ;Friese, 1901;La Paz;Iténez;Magdalena;Rio Itenez at jct w Rio Baures;1964;;;-13.1405586;-63.77804038;"13°8'26.01""S";"63°46'40.94""W";141;Original;Sabanas Inundables;SILM;GBIF
Melipona;Melipona (Mouremelia) fuliginosa  ;Friese, 1901;La Paz;Larecaja;Mapiri;;;;;-15.25001907;-68.16670513;"15°15'0.06""S";"68°10'0.13""W";862;Geo;Yungas;YUN;Cockerell, 1919
Melipona;Melipona (Mouremelia) titania   ;(Gribodo, 1893);La Paz;Larecaja;Mapiri;;1900;;;-15.25001907;-68.16670513;"15°15'0.06""S";"68°10'0.13""W";862;Original;Yungas;YUN;GBIF
Nannotrigona;Nannotrigona (Lispotrigona) schultzei ;(Friese, 1901);La Paz;Caranavi;Alto Beni;Santa Elena (Colonia Santa Elena);1921;W.M. Mann;;-15.589727;-67.342192;"15°35'23.01""S";"67°20'31.89""W";425;Geo-C;Yungas;YUN;GBIF
Nannotrigona;Nannotrigona (Lispotrigona) schultzei ;(Friese, 1901);Beni ;Yacuma;Santa Ana (de Yacuma);Estación Biologica del Beni;1988;Brooks, Robert;;-14.63994734;-66.30116978;"14°38'23.81""S";"66°18'4.21""W";181;Original;Sudoeste de la Amazonía;BAPr;GBIF
Nannotrigona;Nannotrigona (Lispotrigona) schultzei ;(Friese, 1901);Cochabamba;Chapare;;;;;;-17.058136;-65.464573;"17°3'29.28""S";"65°27'52.46""W";400;Geo;Sudoeste de la Amazonía;BASu;Rasmussen & Gonzalez, 2017
Nannotrigona;Nannotrigona (Nannotrigona) melanocera ;(Schwarz, 1938);Santa Cruz;Ñuflo De Chávez;Concepción;Alta Vista;2020;;;-16.0975;-61.89083333;"16°5'51""S";"61°53'26.99""W";405;Original;Bosque Seco Chiquitano;BSChi;FCBC, 2021
Nannotrigona;Nannotrigona (Nannotrigona) melanocera ;(Schwarz, 1938);Beni ;Cercado;San Javier;Sirionó (Ibiato y Pata de Águila);2018;Townsend;;-14.8302131;-64.4495717;"14°49'48.76""S";"64°26'58.45""W";167;Geo;Sabanas Inundables;SILM;Townsend et al., 2021
Nannotrigona;Nannotrigona (Nannotrigona) melanocera ;(Schwarz, 1938);Beni ;Cercado;Trinidad;Ibiato, Beni;1992;Montaño, M.E.;;-14.8301773;-64.4485321;"14°49'48.63""S";"64°26'54.71""W";162;Original;Sabanas Inundables;SILM;Montaño, 1996
Nannotrigona;Nannotrigona (Nannotrigona) melanocera ;(Schwarz, 1938);La Paz;Caranavi;Alto Beni;Santa Elena (Colonia Santa Elena);1921;W.M. Mann;;-15.589727;-67.342192;"15°35'23.01""S";"67°20'31.89""W";425;Geo;Yungas;YUN;Rasmussen & Gonzalez, 2017
Nannotrigona;Nannotrigona (Nannotrigona) melanocera ;(Schwarz, 1938);Beni ;Yacuma;Santa Ana (de Yacuma);Estación Biologica del Beni;1988;Brooks, Robert;;-14.63994734;-66.30116978;"14°38'23.81""S";"66°18'4.21""W";181;Original;Sudoeste de la Amazonía;BAPr;GBIF
Nannotrigona;Nannotrigona (Nannotrigona) melanocera ;(Schwarz, 1938);Beni ;Cercado;Trinidad;Ibiato, Beni;1992;Montaño, M.E.;;-14.82998;-64.4484558;"14°49'47.92""S";"64°26'54.44""W";168;Original;Sabanas Inundables;SILM;GBIF
Nannotrigona;Nannotrigona (Nannotrigona) melanocera ;(Schwarz, 1938);La Paz;Larecaja;Teoponte;Uyapi;1995;Gerlach P. ;;-15.41673675;-67.7666158;"15°25'0.25""S";"67°45'59.81""W";1181;Original;Yungas;YUN;GBIF
Nannotrigona;Nannotrigona (Nannotrigona) melanocera ;(Schwarz, 1938);La Paz;Sur Yungas;Palos Blancos;;1921;W.M. Mann;;-15.46273685;-67.074722;"15°27'45.85""S";"67°4'28.99""W";1071;Original;Yungas;YUN;GBIF
Nannotrigona;Nannotrigona (Nannotrigona) melanocera ;(Schwarz, 1938);La Paz;Larecaja;Guanay;;1998;A. Ugarte y Peña;;-15.48355693;-67.88318372;"15°29'0.8""S";"67°52'59.46""W";429;Original;Yungas;YUN;GBIF
Nannotrigona;Nannotrigona (Nannotrigona) melanocera ;(Schwarz, 1938);La Paz;Sur Yungas;Palos Blancos;Alto Rio Beni, S of Rio Inicua;1976;Peña L.;;-15.2952614;-67.4743027;"15°17'42.94""S";"67°28'27.48""W";341;Geo-C;Sudoeste de la Amazonía;BASu;GBIF
Nannotrigona;Nannotrigona (Nannotrigona) melanocera ;(Schwarz, 1938);Cochabamba;Ayopaya;Cotapata;Rio Santa Elena (Huachi);1938;Schwarz & William M.;;-15.93602972;-66.86894292;"15°56'9.7""S";"66°52'8.19""W";549;Original;Sudoeste de la Amazonía;BASu;GBIF
Nannotrigona;Nannotrigona (Nannotrigona) melanocera ;(Schwarz, 1938);La Paz;Caranavi;Alto Beni;Santa Elena (Colonia Santa Elena);1921;W.M. Mann;;-15.589727;-67.342192;"15°35'23.01""S";"67°20'31.89""W";425;Geo-C;Yungas;YUN;GBIF
Nannotrigona;Nannotrigona (Nannotrigona) melanocera ;(Schwarz, 1938);La Paz;Nor Yungas;Coroico;Coroico;1972;Bohart G.E. ;;-16.18967075;-67.72667075;"16°11'22.81""S";"67°43'36.01""W";1749;Original;Yungas;YUN;GBIF
Nannotrigona;Nannotrigona (Nannotrigona) melanocera ;(Schwarz, 1938);La Paz;Sur Yungas;Chulumani (Villa de la Libertad);Chulumani;2001;Ashe & Hanley;;-16.40646214;-67.528333;"16°24'23.26""S";"67°31'41.99""W";1769;Original;Yungas;YUN;GBIF
Nannotrigona;Nannotrigona (Nannotrigona) melanocera ;(Schwarz, 1938);Santa Cruz;Ichilo;Buena Vista;Buena Vista, 3.7 km SSE, Hotel Flora Y Fauna;2002;Leschen, Richard;;-17.49921088;-63.55247075;"17°29'57.15""S";"63°33'8.89""W";390;Original;Bosque Seco Chiquitano;BSChi;GBIF
Nannotrigona;Nannotrigona (Nannotrigona) melanocera ;(Schwarz, 1938);Chuquisaca;Luis Calvo;Villa Vaca Guzmán;E of Muyupampa;1984;Peña L.;;-19.91396214;-63.72608175;"19°54'50.26""S";"63°43'33.89""W";1400;Original;Bosque Tucumano - Boliviano;BTBo;GBIF
Nannotrigona;Nannotrigona (Nannotrigona) melanocera ;(Schwarz, 1938);La Paz;Larecaja;Mapiri;;;;;-15.310739;-68.216949;"15°18'38.66""S";"68°13'1.01""W";636;Geo;Yungas;YUN;Camargo, 1988
Nannotrigona;Nannotrigona (Nannotrigona) melanocera ;(Schwarz, 1938);Cochabamba;Chapare;Villa Tunari;Chipiriri (Meliponario Tua Ta Uypi);2020;Lovera R & Cespedes A.A.;IEB-LAB;-16.913937;-65.3960478;"16°54'50.17""S";"65°23'45.77""W";270;Original;Sudoeste de la Amazonía;BAPr;CBC-IEB-USFX
Nannotrigona;Nannotrigona (Nannotrigona) testaceicornis;(Lepeletier, 1836);La Paz;Abel Iturralde;San Buenaventura;San Buenaventura (Rurrenabaque);1956;Peña L.;;-14.46667;-67.56667;"14°28'0.01""S";"67°34'0.01""W";571;Original;Sudoeste de la Amazonía;BASu;GBIF
Nannotrigona;Nannotrigona (Nannotrigona) testaceicornis;(Lepeletier, 1836);Santa Cruz;Chiquitos;Roboré;Santiago;1959;;;-18.35919177;-59.62150413;"18°21'33.09""S";"59°37'17.41""W";558;Geo-C;Cerrado;CeCha;GBIF
Nannotrigona;Nannotrigona (Nannotrigona) testaceicornis;(Lepeletier, 1836);Beni ;Cercado;Trinidad;Área Protegida Municipal Ibaré Mamoré ;2022;Paredes E.;;-14.830533;-64.975783;"14°49'49.91""S";"64°58'32.81""W";166;Original;Sudoeste de la Amazonía;BAIn;Paredes et al., 2022
Nogueirapis;Nogueirapis butteli ;(Friese, 1900);Cochabamba;Carrasco;Chimore;Rio Chimore (Miison Francisca del Colegio Apostólico de Tarata);1900;Wolfgang Priewasser;;-16.993072;-65.1504048;"16°59'35.05""S";"65°9'1.45""W";243;Geo;Sudoeste de la Amazonía;BAPr;Wille, 1962
Oxytrigona;Oxytrigona flaveola ;(Friese, 1900);Santa Cruz;Ñuflo De Chávez;Concepción;Alta Vista;2020;;;-16.0975;-61.89083333;"16°5'51""S";"61°53'26.99""W";405;Original;Bosque Seco Chiquitano;BSChi;FCBC, 2021
